lambda	f0	f1	fla
0.0	44404.42994014798	2.0727538355715916e8	44404.42994014798
0.00032	44366.544485164755	2.072753145615075e8	110680.4478506119
0.00064	44346.61909791826	2.072753174686775e8	176974.44044164917
0.0009600000000000001	44334.36299259064	2.0727531924723974e8	243276.10848146793
0.00128	44327.330851594576	2.0727533562267643e8	309583.0214651304
0.0016	44321.93973913939	2.072753492875604e8	375891.58349565347
0.00192	44317.915746411265	2.0727535790320697e8	442201.5125223356
0.0022400000000000002	44315.00936744274	2.072753609064126e8	508512.55217682396
0.00256	44312.71731357178	2.0727536338464713e8	574824.2070219457
0.00288	44311.20221485814	2.0727536369233677e8	641136.6333864094
0.0032	44310.677313700005	2.0727536047103518e8	707450.0366536088
0.00352	44310.19657881002	2.0727535849308082e8	773763.4865824971
0.00384	44309.79770097033	2.0727535573075145e8	840077.0140838843
0.0041600000000000005	44309.47894753729	2.072753527753898e8	906390.6190607372
0.0044800000000000005	44309.2262044613	2.0727534948096535e8	972704.2865457901
0.0048000000000000004	44309.01141763946	2.072753462850468e8	1.0390179903310594e6
0.00512	44308.83952192677	2.072753429788344e8	1.1053317343152065e6
0.00544	44308.70786505212	2.0727533984106928e8	1.1716455172296832e6
0.00576	44308.60926275826	2.0727533653593373e8	1.237959330120383e6
0.00608	44308.547585432476	2.0727533295700473e8	1.304273175994702e6
0.0064	44308.50747554822	2.072753297731386e8	1.3705870435757919e6
0.00672	44308.50376508316	2.0727532616848925e8	1.4369009424720297e6
0.00704	44308.50181206251	2.072753229481225e8	1.503214843514088e6
0.00736	44308.54345623964	2.072753193126986e8	1.5695287827178633e6
0.00768	44308.59388636212	2.0727531578491065e8	1.6358427291134286e6
0.008	44308.657764170195	2.072753122306344e8	1.7021566863471319e6
0.008320000000000001	44308.73536681829	2.072753087784548e8	1.7684706557253106e6
0.008640000000000002	44308.834720983825	2.0727530508610287e8	1.8347846423329238e6
0.008960000000000003	44308.93357629569	2.0727530163878173e8	1.901098628214937e6
0.009280000000000004	44309.050914282394	2.0727529801777145e8	1.9674126285267177e6
0.009600000000000004	44309.17816189099	2.07275294369369e8	2.0337266359974802e6
0.009920000000000005	44309.309155445124	2.072752908067916e8	2.1000406456119968e6
0.010240000000000006	44309.451028803574	2.0727528723254442e8	2.166354663511525e6
0.010560000000000007	44309.60120149969	2.072752836022504e8	2.2326686866525775e6
0.010880000000000008	44309.758952664495	2.0727527991371292e8	2.298982714236458e6
0.011200000000000009	44309.92113630137	2.0727527628105435e8	2.3652967443673853e6
0.01152000000000001	44310.08965883771	2.0727527262059784e8	2.431610778015257e6
0.01184000000000001	44310.262035101696	2.0727526899650893e8	2.497924813451274e6
0.012160000000000011	44310.44032174061	2.0727526535275915e8	2.564238852056982e6
0.012480000000000012	44310.61966084131	2.0727526171534035e8	2.630552889334924e6
0.012800000000000013	44310.80592019032	2.0727525802935532e8	2.696866930380163e6
0.013120000000000014	44310.99302093162	2.0727525437042618e8	2.7631809701324916e6
0.013440000000000014	44311.18475850627	2.0727525070806774e8	2.8294950119517855e6
0.013760000000000015	44311.37909937602	2.072752470271036e8	2.895809053615917e6
0.014080000000000016	44311.57578476906	2.0727524335426793e8	2.962123095225815e6
0.014400000000000017	44311.77678543868	2.0727523964278278e8	3.028437138055804e6
0.014720000000000018	44311.97753884223	2.0727523597076952e8	3.0947511787192016e6
0.015040000000000019	44312.18131885905	2.0727523227525568e8	3.1610652195316725e6
0.01536000000000002	44312.38684357704	2.0727522857525176e8	3.2273792594975308e6
0.01568000000000002	44312.5935145631	2.0727522487520355e8	3.2936932980914507e6
0.01600000000000002	44312.80246962979	2.072752211741463e8	3.360007336416461e6
0.016320000000000022	44313.012059546425	2.072752174705827e8	3.4263213728226484e6
0.016640000000000023	44313.22302256921	2.072752137662384e8	3.492635408061685e6
0.016960000000000024	44313.43575987728	2.072752100490188e8	3.558949442320754e6
0.017280000000000025	44313.64903958996	2.0727520633653536e8	3.6252634746795218e6
0.017600000000000025	44313.86363244426	2.072752026186406e8	3.691577505720593e6
0.017920000000000026	44314.07909576918	2.0727519889890563e8	3.7578915350667676e6
0.018240000000000027	44314.29523202519	2.0727519517237332e8	3.824205562431088e6
0.018560000000000028	44314.512234213	2.072751914466722e8	3.890519588137388e6
0.01888000000000003	44314.7299602834	2.0727518771787348e8	3.9568336119720903e6
0.01920000000000003	44314.94835926924	2.0727518398394436e8	4.0231476338425092e6
0.01952000000000003	44315.16740877489	2.0727518024856818e8	4.0894616537930127e6
0.01984000000000003	44315.38707768577	2.0727517650995392e8	4.1557756717555565e6
0.020160000000000032	44315.60716052061	2.0727517277026907e8	4.222089687568795e6
0.020480000000000033	44315.82782458912	2.0727516902495942e8	4.288403701301917e6
0.020800000000000034	44316.04889533096	2.072751652788074e8	4.354717712877509e6
0.021120000000000035	44316.26972469521	2.0727516154118797e8	4.421031721858007e6
0.021440000000000035	44316.490921376804	2.07275157810487e8	4.4873457288128715e6
0.021760000000000036	44316.71526846846	2.0727515407054505e8	4.553659736119294e6
0.022080000000000037	44316.940040640795	2.072751503221222e8	4.619973741117009e6
0.022400000000000038	44317.165156780444	2.072751465674679e8	4.686287743768558e6
0.02272000000000004	44317.39056176713	2.072751428073228e8	4.7526017440305855e6
0.02304000000000004	44317.616197550335	2.0727513904320133e8	4.818915741875726e6
0.02336000000000004	44317.84202204233	2.0727513527616656e8	4.885229737283667e6
0.02368000000000004	44318.06789492269	2.072751315086923e8	4.951543730173013e6
0.024000000000000042	44318.294000725735	2.0727512773807293e8	5.017857720658468e6
0.024320000000000043	44318.520304782534	2.0727512396345475e8	5.084171708682199e6
0.024640000000000044	44318.74678404116	2.0727512018564603e8	5.15048569423761e6
0.024960000000000045	44318.97345480613	2.0727511640492982e8	5.216799677344432e6
0.025280000000000045	44319.20025863644	2.072751126221748e8	5.283113657964687e6
0.025600000000000046	44319.427277251474	2.0727510883546248e8	5.349427636126803e6
0.025920000000000047	44319.654453179515	2.0727510504607195e8	5.415741611803948e6
0.026240000000000048	44319.88178512349	2.0727510125400364e8	5.482055584992147e6
0.02656000000000005	44320.10927355833	2.0727509745975196e8	5.548369555702275e6
0.02688000000000005	44320.33693642572	2.072750936616658e8	5.614683523905162e6
0.02720000000000005	44320.56474267728	2.0727508986140996e8	5.680997489612038e6
0.02752000000000005	44320.792673316624	2.0727508605951485e8	5.747311452816807e6
0.027840000000000052	44321.02083099715	2.072750822532402e8	5.81362541354128e6
0.028160000000000053	44321.24907915222	2.0727507844549072e8	5.879939371730113e6
0.028480000000000054	44321.477514513186	2.0727507463460264e8	5.946253327428395e6
0.028800000000000055	44321.70612044203	2.0727507082056078e8	6.012567280616336e6
0.029120000000000056	44321.93483699589	2.072750670047724e8	6.078881231273526e6
0.029440000000000056	44322.163713883754	2.072750631867198e8	6.14519517943119e6
0.029760000000000057	44322.392766716686	2.0727505936539835e8	6.2115091250722455e6
0.030080000000000058	44322.62197334318	2.072750555416475e8	6.2778230681971535e6
0.03040000000000006	44322.85133703038	2.0727505171458954e8	6.344137008779919e6
0.03072000000000006	44323.080846624405	2.072750478857481e8	6.410450946853209e6
0.03104000000000006	44323.31053824576	2.0727504405332926e8	6.476764882394492e6
0.03136000000000006	44323.540368191716	2.0727504021863005e8	6.543078815398496e6
0.03168000000000006	44323.770354472734	2.0727503638143823e8	6.609392745873619e6
0.03200000000000006	44324.00049231107	2.0727503254131022e8	6.675706673798497e6
0.032320000000000064	44324.230785698266	2.0727502869929275e8	6.7420205992078595e6
0.032640000000000065	44324.46123686512	2.072750248535398e8	6.808334522041647e6
0.032960000000000066	44324.69186342933	2.0727502100534132e8	6.874648442355675e6
0.033280000000000066	44324.92264230524	2.072750171546428e8	6.940962360123294e6
0.03360000000000007	44325.15350817098	2.072750133028194e8	7.007276275325042e6
0.03392000000000007	44325.38463747691	2.0727500944575736e8	7.073590187990678e6
0.03424000000000007	44325.615870796864	2.0727500558713403e8	7.139904098086864e6
0.03456000000000007	44325.847260074814	2.0727500172574934e8	7.206218005620678e6
0.03488000000000007	44326.07882834247	2.0727499786151555e8	7.272531910608487e6
0.03520000000000007	44326.31052658568	2.072749939951889e8	7.338845813026713e6
0.03552000000000007	44326.542426544256	2.072749901249803e8	7.405159712878869e6
0.03584000000000007	44326.77444888826	2.0727498625304416e8	7.471473610161757e6
0.036160000000000074	44327.00664168958	2.0727498237820658e8	7.537787504877492e6
0.036480000000000075	44327.23899636916	2.072749785006397e8	7.604101397021134e6
0.036800000000000076	44327.471506380454	2.0727497461989647e8	7.670415286567152e6
0.03712000000000008	44327.70414367581	2.0727497073740333e8	7.73672917353829e6
0.03744000000000008	44327.93696352563	2.0727496685165516e8	7.803043057929596e6
0.03776000000000008	44328.16994087643	2.0727496296381032e8	7.869356939757403e6
0.03808000000000008	44328.40309247572	2.0727495907196954e8	7.935670818963331e6
0.03840000000000008	44328.636407408485	2.072749551785383e8	8.001984695625251e6
0.03872000000000008	44328.86987374782	2.0727495128165194e8	8.068298569657817e6
0.03904000000000008	44329.10347497527	2.072749473828533e8	8.134612441101922e6
0.03936000000000008	44329.337262334	2.0727494348028752e8	8.200926309931822e6
0.03968000000000008	44329.57118514861	2.0727493957584456e8	8.267240176170051e6
0.040000000000000084	44329.80528340464	2.072749356689183e8	8.333554039828818e6
0.040320000000000085	44330.03955938169	2.0727493175773135e8	8.399867900836093e6
0.040640000000000086	44330.27397762374	2.0727492784512883e8	8.466181759269226e6
0.04096000000000009	44330.50858917099	2.072749239288013e8	8.532495615081077e6
0.04128000000000009	44330.74330921277	2.0727492001077762e8	8.598809468270326e6
0.04160000000000009	44330.97820221774	2.0727491608964735e8	8.665123318838354e6
0.04192000000000009	44331.21325199812	2.072749121659498e8	8.731437166789109e6
0.04224000000000009	44331.448494211545	2.0727490823891383e8	8.797751012121554e6
0.04256000000000009	44331.683880356744	2.0727490431023192e8	8.864064854857897e6
0.04288000000000009	44331.9194282698	2.072749003775975e8	8.930378694914585e6
0.04320000000000009	44332.15513531331	2.0727489644286105e8	8.996692532365084e6
0.04352000000000009	44332.39101032057	2.0727489250496882e8	9.063006367169814e6
0.043840000000000094	44332.627044679226	2.0727488856440467e8	9.12932019933856e6
0.044160000000000095	44332.863259882215	2.0727488462078112e8	9.195634028872041e6
0.044480000000000096	44333.09958123995	2.0727488067526746e8	9.261947855747784e6
0.0448000000000001	44333.336143101085	2.072748767262714e8	9.328261680020869e6
0.0451200000000001	44333.57282963176	2.0727487277441233e8	9.394575501605064e6
0.0454400000000001	44333.80967206695	2.0727486882047942e8	9.460889320563173e6
0.0457600000000001	44334.04667582472	2.0727486486309856e8	9.52720313683535e6
0.0460800000000001	44334.28384997377	2.072748609030168e8	9.593516950461203e6
0.0464000000000001	44334.52120351019	2.072748569403571e8	9.659830761452258e6
0.0467200000000001	44334.75869709778	2.0727485297466606e8	9.726144569747189e6
0.0470400000000001	44334.99640227399	2.0727484900575817e8	9.792458375402397e6
0.0473600000000001	44335.2341753501	2.072748450355642e8	9.858772178369148e6
0.047680000000000104	44335.472184713646	2.0727484106127918e8	9.92508597867276e6
0.048000000000000105	44335.71036658743	2.0727483708381495e8	9.99139977629213e6
0.048320000000000106	44335.94867483341	2.0727483310480657e8	1.0057713571259141e7
0.04864000000000011	44336.18716872935	2.0727482912249786e8	1.012402736354316e7
0.04896000000000011	44336.42582707007	2.072748251373587e8	1.0190341153143682e7
0.04928000000000011	44336.66466963859	2.0727482114830992e8	1.0256654940023454e7
0.04960000000000011	44336.903614227995	2.072748171591548e8	1.0322968724289063e7
0.04992000000000011	44337.14279843733	2.0727481316440603e8	1.0389282505797112e7
0.05024000000000011	44337.38211039776	2.072748091678594e8	1.045559628462645e7
0.05056000000000011	44337.62161670896	2.0727480516783047e8	1.0521910060753299e7
0.05088000000000011	44337.861260190264	2.0727480116583443e8	1.0588223834196951e7
0.051200000000000113	44338.10105327002	2.0727479716145706e8	1.0654537604945969e7
0.051520000000000114	44338.34101549505	2.0727479315362632e8	1.0720851372961229e7
0.051840000000000115	44338.58121108147	2.072747891418279e8	1.0787165138273481e7
0.052160000000000116	44338.82146038741	2.0727478512971333e8	1.0853478900898885e7
0.05248000000000012	44339.06194273412	2.0727478111305985e8	1.0919792660785384e7
0.05280000000000012	44339.302626033124	2.0727477709327087e8	1.0986106417972105e7
0.05312000000000012	44339.5434275939	2.0727477307154715e8	1.105242017244133e7
0.05344000000000012	44339.78441049385	2.072747690466288e8	1.1118733924183464e7
0.05376000000000012	44340.025588441655	2.0727476501810074e8	1.1185047673185928e7
0.05408000000000012	44340.266877486145	2.0727476098788068e8	1.1251361419469364e7
0.05440000000000012	44340.50836773953	2.0727475695397443e8	1.1317675163008768e7
0.05472000000000012	44340.7500394193	2.0727475291753837e8	1.1383988903844988e7
0.055040000000000124	44340.991851580904	2.0727474887827176e8	1.1450302641920174e7
0.055360000000000124	44341.23384128236	2.072747448360425e8	1.1516616377259167e7
0.055680000000000125	44341.47601792011	2.0727474079095507e8	1.1582930109873647e7
0.056000000000000126	44341.71829480297	2.072747367439053e8	1.1649243839729019e7
0.05632000000000013	44341.960818771986	2.0727473269293162e8	1.1715557566851394e7
0.05664000000000013	44342.20347777983	2.0727472863885617e8	1.1781871291177638e7
0.05696000000000013	44342.44632785278	2.0727472458202276e8	1.1848185012777062e7
